"date","group","mean","max","min","sd","cv","n","method","category","site","length"
2009-11-05,15,15.0123363453573,15.4686754762061,14.8628731237023,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-06,15,14.9794710432889,15.3693536985996,14.8628731237023,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-07,15,14.8890914626007,15.07138836578,14.8628731237023,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-08,15,14.7699547426026,14.872744810567,14.6677937191248,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-09,15,14.7411976032927,14.7734230329604,14.7653334214136,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-10,15,14.581566136103,14.6741012553539,14.5702540168361,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-11,15,14.5768710929504,14.6741012553539,14.5702540168361,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-12,15,14.5234649770893,14.5747794777474,14.4727143145474,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-13,15,14.2276772584733,14.3761359225343,14.0825555053924,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-14,15,13.9359977026157,14.1774923673213,13.6923966962374,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-15,15,13.619669170207,13.8795270345017,13.3997775893712,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-16,15,13.3780020305406,13.6808834792887,13.1071584825049,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-17,15,13.2335018709027,13.5815617016821,13.1071584825049,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-18,15,13.0814998488363,13.3829181464691,12.71699967335,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-19,15,12.7898202929787,13.184274591256,12.5219202687725,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-20,15,12.4775999233286,12.7869874808299,12.1317614596175,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-21,15,11.8654836723037,12.1910568151907,11.546523245885,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-22,15,11.4628837219653,11.5951261495516,11.3514438413075,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-23,15,11.179420491625,11.297160816732,11.15636443673,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-24,15,11.031526632317,11.0985172615189,11.0588247344413,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-25,15,10.9452552143873,10.9991954839124,10.9612850321526,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-26,15,10.9247144005946,10.9991954839124,10.9612850321526,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-27,15,10.9452552143873,10.9991954839124,10.9612850321526,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-28,15,10.6576838212884,10.8998737063059,10.4735865207088,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-29,15,10.25508387095,10.5025865958798,10.1809674138426,NA,NA,NA,"lm_rv","Over7",NA,201
2009-11-30,15,10.1605961275032,10.3039430406667,10.0834277115539,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-01,15,10.1688124530203,10.4032648182733,10.0834277115539,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-02,15,10.181136941296,10.5025865958798,10.1809674138426,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-03,15,10.1523798019861,10.4032648182733,10.0834277115539,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-04,15,10.0578920585393,10.2046212630602,10.0834277115539,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-05,15,9.94697166405833,10.1052994854537,9.79080860468762,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-06,15,9.56902069027122,9.70801237502756,9.49818949782139,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-07,15,9.25269215786243,9.41004704220798,9.20557039095516,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-08,15,8.8213350682141,9.01275993178187,8.71787187951144,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-09,15,8.4516004199441,8.61547282135576,8.32771307035646,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-10,15,8.20100249167221,8.41682926614271,8.13263366577897,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-11,15,7.99970251650299,8.21818571092966,7.84001455891274,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-12,15,7.95040456340032,8.31750748853618,7.84001455891274,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-13,15,7.95451272615888,8.31750748853618,7.84001455891274,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-14,15,7.88467395926343,8.31750748853618,7.84001455891274,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-15,15,7.89289028478055,8.21818571092966,7.84001455891274,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-16,15,8.06543312063988,8.21818571092966,8.03509396349022,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-17,15,8.32424737442888,8.51615104374924,8.23017336806771,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-18,15,8.59538611649355,8.71479459896229,8.62033217722269,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-19,15,8.79257792890422,8.91343815417535,8.81541158180018,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-20,15,9.0062023923491,9.21140348699493,9.01049098637767,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-21,15,9.21982685579399,9.41004704220798,9.20557039095516,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-22,15,9.21571869303543,9.31072526460146,9.20557039095516,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-23,15,9.01031055510766,9.1120817093884,9.01049098637767,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-24,15,8.9692289275221,9.01275993178187,8.91295128408892,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-25,15,8.97744525303922,9.01275993178187,8.91295128408892,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-26,15,8.83776771924832,8.91343815417535,8.81541158180018,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-27,15,8.73917181304299,8.81411637656882,8.71787187951144,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-28,15,8.60771060476922,8.71479459896229,8.62033217722269,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-29,15,8.46392490821976,8.61547282135576,8.32771307035646,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-30,15,8.42284328063421,8.61547282135576,8.32771307035646,NA,NA,NA,"lm_rv","Over7",NA,201
2009-12-31,15,8.39271675373814,8.61547282135576,8.32771307035646,NA,NA,NA,"lm_rv","Over7",NA,201
2010-01-01,15,8.51979592173612,8.61547282135576,8.52279247493395,NA,NA,NA,"lm_rv","Over7",NA,201
2010-01-02,15,8.55430448890799,8.61547282135576,8.52279247493395,NA,NA,NA,"lm_rv","Over7",NA,201
2010-01-03,15,8.55841265166655,8.61547282135576,8.62033217722269,NA,NA,NA,"lm_rv","Over7",NA,201
2010-01-04,15,8.64057590683766,8.71479459896229,8.62033217722269,NA,NA,NA,"lm_rv","Over7",NA,201
2010-01-05,15,8.73917181304299,8.91343815417535,8.71787187951144,NA,NA,NA,"lm_rv","Over7",NA,201
2010-01-06,NA,8.73890909090909,8.99,7.95,0.19804295014216,2.26622050969932,55,"ybfmp_logger","data","shw_harbor",NA
2010-01-07,NA,8.20260416666667,8.44,8,0.147728376575437,1.80099360610095,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-08,NA,7.64875,8.05,7.42,0.182556408009314,2.38674826617832,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-09,NA,7.20197916666667,7.44,6.94,0.122591489287038,1.70219166773539,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-10,NA,7.11614583333333,7.27,6.97,0.0728859208361968,1.02423309672472,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-11,NA,7.3753125,7.65,7.24,0.0937965673819228,1.27176397450173,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-12,NA,8.00520833333333,8.27,7.67,0.206382267530128,2.57809989367499,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-13,NA,8.49708333333333,8.82,8.22,0.242846785862009,2.8580016969981,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-14,NA,8.87489583333333,9.11,8.62,0.180776074288296,2.03693742082377,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-15,NA,9.26927083333333,9.56,8.92,0.236999865830149,2.55683397423098,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-16,NA,9.81166666666667,10.17,9.41,0.266543831358161,2.71660096509082,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-17,NA,10.0134375,10.12,9.93,0.0675562631012886,0.674656061929668,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-18,NA,9.98645833333333,10.08,9.93,0.0525553175569208,0.526265827210222,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-19,NA,10.1092708333333,10.32,9.95,0.129006281296823,1.27611855912941,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-20,NA,10.2671875,10.44,10.12,0.110298190327284,1.07427852396076,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-21,NA,10.154375,10.42,9.88,0.143261354836096,1.41083380154954,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-22,NA,9.51885416666667,9.88,9.21,0.182011392307802,1.91211451631619,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-23,NA,8.96979166666667,9.19,8.77,0.110900421589694,1.23637678232617,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-24,NA,8.644375,8.89,8.42,0.135170944401992,1.56368672578401,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-25,NA,8.25208333333333,8.52,8.12,0.102596980222993,1.24328579921829,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-26,NA,8.15989583333333,8.3,8,0.0963053782360725,1.1802280348073,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-27,NA,8.23166666666667,8.37,8.12,0.0720477424558359,0.875250971320136,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-28,NA,8.08197916666667,8.2,7.95,0.0781849331516617,0.967398350568977,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-29,NA,8.2578125,8.47,8.1,0.136722562916756,1.6556753125208,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-30,NA,8.594375,8.82,8.32,0.174016408784677,2.02477095524313,96,"ybfmp_logger","data","shw_harbor",NA
2010-01-31,NA,8.92791666666667,9.14,8.67,0.17192970819903,1.92575395378575,96,"ybfmp_logger","data","shw_harbor",NA
2010-02-01,NA,9.29197916666667,9.53,9.02,0.175142767578589,1.88488119094028,96,"ybfmp_logger","data","shw_harbor",NA
2010-02-02,NA,9.46489583333333,9.61,9.31,0.0947239178562367,1.00079197409272,96,"ybfmp_logger","data","shw_harbor",NA
2010-02-03,NA,9.62010416666667,9.93,9.46,0.15385225169258,1.59927843843597,96,"ybfmp_logger","data","shw_harbor",NA
2010-02-04,NA,9.74072916666667,9.88,9.63,0.0776936601310646,0.797616469996278,96,"ybfmp_logger","data","shw_harbor",NA
2010-02-05,NA,9.62808510638298,9.73,9.58,0.0561689337728972,0.583386344764025,47,"ybfmp_logger","data","shw_harbor",NA
2010-02-06,16,10.7603878902523,10.9991954839124,10.6686659252863,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-07,16,10.8261184943893,11.1978390391255,10.5711262229976,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-08,16,10.8507674709406,11.0985172615189,10.5711262229976,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-09,16,10.7110899371497,10.9991954839124,10.4735865207088,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-10,16,10.6823327978397,10.9991954839124,10.4735865207088,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-11,16,10.7028736116326,10.9991954839124,10.4735865207088,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-12,16,10.7603878902523,11.0985172615189,10.6686659252863,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-13,16,11.0109858185243,11.3964825943385,10.6686659252863,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-14,16,11.2821245605889,11.6944479271581,11.0588247344413,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-15,16,11.6682918598931,12.0917350375842,11.3514438413075,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-16,16,12.0585673219559,12.4890221480103,11.7416026504625,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-17,16,12.47349176057,12.8863092584364,12.1317614596175,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-18,16,12.7980366184959,12.985631036043,12.5219202687725,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-19,16,12.8884161991841,13.0849528136495,12.71699967335,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-20,16,12.8884161991841,13.0849528136495,12.71699967335,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-21,16,12.7240896888419,12.8863092584364,12.6194599710612,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-22,16,12.5761958295339,12.6876657032234,12.5219202687725,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-23,16,12.3831121798817,12.5883439256169,12.2293011619062,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-24,16,11.9969448805776,12.1910568151907,11.93668205504,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-25,16,11.9394306019577,12.0917350375842,11.7416026504625,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-26,16,11.8531591840281,11.9924132599777,11.8391423527513,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-27,16,11.5738041164463,11.6944479271581,11.546523245885,NA,NA,NA,"lm_rv","Over7",NA,33
2010-02-28,16,11.2780163978303,11.4958043719451,11.15636443673,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-01,16,11.1753123288664,11.4958043719451,10.7662056275751,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-02,16,11.3848286295527,11.4958043719451,11.2539041390188,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-03,16,11.4218020943797,11.4958043719451,11.4489835435963,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-04,16,11.4275177990873,11.5951261495516,11.2539041390188,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-05,16,11.5614796281707,11.6944479271581,11.546523245885,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-06,16,11.5779122792049,11.7937697047646,11.546523245885,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-07,16,11.6189939067904,12.0917350375842,11.4489835435963,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-08,16,11.5655877909293,11.9924132599777,11.15636443673,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-09,16,11.4875326985167,11.7937697047646,11.2539041390188,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-10,16,11.5039653495509,11.8930914823712,11.2539041390188,NA,NA,NA,"lm_rv","Over7",NA,33
2010-03-11,NA,12.443125,12.58,12.17,0.117421884400525,0.94366876809905,48,"ybfmp_logger","data","shw_harbor",NA
2010-03-12,NA,12.0046875,12.27,11.73,0.099471795791042,0.828607956608966,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-13,NA,11.4561458333333,11.71,11.2,0.15555246054774,1.35780796448259,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-14,NA,11.3941666666667,11.83,11.03,0.292274804599214,2.56512664023299,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-15,NA,11.7322916666667,12.29,11.25,0.425474296747738,3.62652334970992,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-16,NA,12.3041052631579,12.8,11.88,0.377013727208864,3.06412956607055,95,"ybfmp_logger","data","shw_harbor",NA
2010-03-17,NA,12.850625,13.21,12.56,0.261315749721733,2.0334866959524,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-18,NA,13.596875,14.34,12.97,0.56426815666984,4.14998414466442,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-19,NA,14.2317708333333,14.86,13.67,0.456842699616599,3.21002006683942,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-20,NA,14.7572916666667,15.2,14.36,0.309932010088008,2.10019573434381,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-21,NA,14.7817708333333,15.13,14.43,0.251287190666342,1.69998028991007,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-22,NA,14.9254166666667,15.25,14.55,0.241973972792059,1.62122088914587,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-23,NA,14.9608333333333,15.27,14.63,0.222779885072648,1.48908740649016,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-24,NA,14.9376041666667,15.2,14.65,0.196644187311776,1.3164372620784,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-25,NA,14.8004166666667,15.01,14.63,0.0875144098410347,0.591296933133873,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-26,NA,14.545,14.84,14.24,0.209068107764457,1.43738815926062,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-27,NA,14.62,15.01,14.24,0.261646607790778,1.78964848010108,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-28,NA,14.8711458333333,15.2,14.51,0.268645216210865,1.80648632742679,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-29,NA,14.9685416666667,15.13,14.84,0.0874911023044981,0.584499841419631,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-30,NA,14.6192708333333,14.84,14.41,0.125137774949446,0.855978224742373,96,"ybfmp_logger","data","shw_harbor",NA
2010-03-31,NA,14.2746875,14.48,14.1,0.0957623497601169,0.670854263955809,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-01,NA,14.0852083333333,14.39,13.83,0.165440268544694,1.17456742299772,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-02,NA,13.4971875,13.98,13.06,0.204021170857082,1.51158284536747,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-03,NA,12.7069791666667,13.06,12.53,0.136675719105415,1.07559568102502,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-04,NA,12.1736458333333,12.56,11.9,0.16241026537213,1.33411360569917,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-05,NA,11.89875,12.17,11.64,0.179409851281478,1.50780419188132,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-06,NA,12.1105208333333,12.56,11.64,0.34581214794548,2.85546883329458,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-07,NA,12.7355208333333,13.43,12.12,0.506249095732353,3.97509534441121,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-08,NA,13.4690625,14.12,12.9,0.464665308242621,3.44987120107744,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-09,NA,14.2254166666667,14.75,13.71,0.393975464549084,2.76951792542047,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-10,NA,14.4470833333333,14.63,14.29,0.100534536267176,0.695881195861976,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-11,NA,14.1498958333333,14.58,13.55,0.326356262522599,2.30642166109655,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-12,NA,13.1108333333333,13.52,12.82,0.196766849297477,1.5007959013346,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-13,NA,12.8526041666667,13.28,12.56,0.242661751986573,1.8880356761933,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-14,NA,13.1111458333333,13.52,12.82,0.226403783638026,1.72680394616941,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-15,NA,12.6029166666667,13.04,12.03,0.341590449350855,2.71040790307155,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-16,NA,13.403125,14.22,12.68,0.632767210042732,4.72104236916937,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-17,NA,14.4982291666667,15.25,13.88,0.552216576109251,3.80885534199494,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-18,NA,15.1965625,15.87,14.55,0.509058631976193,3.34982751511201,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-19,NA,15.95375,16.42,15.53,0.338303040731858,2.12052364323033,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-20,NA,16.1452083333333,16.32,15.94,0.121256397914039,0.751036440103987,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-21,NA,15.6354166666667,16.06,15.13,0.243193302654782,1.55540020352159,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-22,NA,14.9770833333333,15.18,14.77,0.121116878450586,0.808681341720426,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-23,NA,14.9446875,15.53,14.41,0.414789618519532,2.77549877519709,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-24,NA,15.4621875,16.25,14.77,0.572187314057574,3.70055863090248,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-25,NA,16.2869791666667,17.01,15.58,0.54243140685284,3.33046049425171,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-26,NA,17.0402083333333,17.42,16.65,0.28084076464737,1.6481064031242,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-27,NA,17.0436458333333,17.23,16.58,0.142112777985185,0.833816774737518,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-28,NA,16.0088541666667,16.56,15.34,0.286521312853509,1.78976777394911,96,"ybfmp_logger","data","shw_harbor",NA
2010-04-29,NA,15.3264210526316,15.63,15.1,0.169893056408735,1.1084979058406,95,"ybfmp_logger","data","shw_harbor",NA
2010-04-30,NA,14.9991666666667,15.15,14.53,0.163221945548912,1.0882067595905,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-01,NA,14.4952083333333,14.86,14.07,0.286657614096152,1.97760258082632,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-02,NA,14.9446875,15.15,14.77,0.116311316596542,0.77827867994257,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-03,NA,15.5722916666667,15.96,14.98,0.338490392203435,2.17367102703317,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-04,NA,16.5032291666667,16.87,15.96,0.291682938142615,1.76742948423548,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-05,NA,16.794375,17.15,16.49,0.215566878131517,1.28356594473755,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-06,NA,16.3553125,16.65,16.11,0.131437022141685,0.803635039939987,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-07,NA,16.0588541666667,16.39,15.8,0.20180172547208,1.25663838389516,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-08,NA,16.0078125,16.39,15.65,0.263059741563735,1.64332098195013,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-09,NA,15.7570833333333,16.2,15.44,0.192249381173005,1.22008227732293,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-10,NA,15.1314583333333,15.77,14.89,0.255882288589959,1.69106164754967,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-11,NA,14.8260416666667,15.37,14.31,0.358598086608529,2.41870416036105,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-12,NA,15.6405208333333,16.53,14.98,0.545549206216551,3.48805012333009,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-13,NA,16.5447916666667,17.27,15.89,0.454085498943621,2.74458275505809,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-14,NA,17.0015625,17.61,16.3,0.412635504059607,2.42704459698694,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-15,NA,17.3877083333333,17.99,16.68,0.366518411016466,2.10791671904127,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-16,NA,17.5690625,18.01,16.84,0.322797241640207,1.83730487406603,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-17,NA,17.0461458333333,17.82,16.32,0.428400623596938,2.5131817349539,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-18,NA,16.8271875,17.44,16.37,0.292598892414352,1.7388460930524,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-19,NA,16.9420833333333,17.46,16.53,0.266710632340574,1.57424932396492,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-20,NA,16.5492708333333,17.01,16.06,0.333833380411836,2.01720899835316,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-21,NA,16.3836458333333,16.99,16.03,0.273276878262656,1.66798575263792,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-22,NA,16.0351041666667,16.42,15.63,0.237588741500348,1.48167881562155,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-23,NA,15.9479166666667,16.42,15.46,0.315424247863653,1.97783982984394,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-24,NA,16.0215625,16.39,15.51,0.290340374207131,1.81218513616965,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-25,NA,15.7316666666667,16.25,15.37,0.223525185990147,1.42086144288683,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-26,NA,15.7552083333333,16.32,15.1,0.439600247034715,2.79018999770794,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-27,NA,15.8348958333333,16.3,15.46,0.221459250340561,1.39855198715218,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-28,NA,15.7232291666667,16.2,15.15,0.367040783024869,2.33438550780012,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-29,NA,16.1739583333333,16.73,15.68,0.407274585162514,2.51808850232507,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-30,NA,16.7928125,17.32,16.34,0.369385558447368,2.19966463894817,96,"ybfmp_logger","data","shw_harbor",NA
2010-05-31,NA,17.3469791666667,17.63,17.11,0.175775693138288,1.01329281282618,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-01,NA,17.7226041666667,18.34,17.13,0.451533631764053,2.54778376539783,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-02,NA,18.229375,18.79,17.68,0.405542683846044,2.22466586948836,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-03,NA,18.6679166666667,19.15,18.18,0.342067757728192,1.83238314074428,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-04,NA,18.7207291666667,19.13,18.27,0.285735412361144,1.52630493084592,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-05,NA,18.9013541666667,19.25,18.58,0.217437806191572,1.15038215925837,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-06,NA,18.4334375,18.84,18.01,0.251458181623233,1.36414155863893,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-07,NA,18.3180208333333,18.6,17.92,0.210995733514693,1.15184787392939,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-08,NA,18.1088541666667,18.53,17.65,0.25853380026061,1.42766515142907,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-09,NA,17.725,18.06,17.32,0.216016568565323,1.21871124719505,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-10,NA,17.6301041666667,18.06,17.11,0.325435723435089,1.84590924908085,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-11,NA,17.56125,17.89,17.15,0.233775645933401,1.33120162820643,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-12,NA,17.5339583333333,18.01,17.03,0.339434449657125,1.93586891906681,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-13,NA,18.0355208333333,18.34,17.7,0.223097192846841,1.23698780261733,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-14,NA,18.2782291666667,18.6,17.96,0.227961191487852,1.24717328691543,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-15,NA,18.3317708333333,18.7,18.01,0.227854962140239,1.24295118137699,96,"ybfmp_logger","data","shw_harbor",NA
2010-06-16,NA,18.3008333333333,18.79,17.89,0.327702261099652,1.79064119721134,96,"ybfmp_logger","data","shw_harbor",NA
